Hireling	*SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Dmg-Min	Dmg-Max	Dmg/Lvl	ResistFire	ResistFire/Lvl	ResistCold	ResistCold/Lvl	ResistLightning	ResistLightning/Lvl	ResistPoison	ResistPoison/Lvl	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	*SubTypeNOTE	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	HiringMaxLevelDifference	resurrectcostmultiplier	resurrectcostdivisor	resurrectcostmax	equivalentcharclass
Eastern Sorceror	Cold-Normal	0	20	359	3	2	37	252	merca222	merca241	10000	120	302	14	151	10	73	10	58	8	212	20	10	16	4	64	7	64	7	64	7	64	7	strhirespecial6	10	Prayer	1	10	0	12	8	Cold-Normal	Chain Lightning	7	75	0	12	10	Lightning Mastery	1	0	0	12	13	Charged Bolt	7	25	0	12	7													5	15	2	50000	
Eastern Sorceror	Cold-Normal	0	20	359	3	2	61	252	merca222	merca241	10000	120	638	20	391	16	103	10	82	8	692	30	22	28	4	106	4	106	4	106	4	106	4	strhirespecial6	10	Prayer	1	10	0	18	12	Cold-Normal	Chain Lightning	7	70	0	22	14	Lightning Mastery	1	0	0	18	13	Charged Bolt	7	25	0	18	7													5	15	2	50000	
Eastern Sorceror	Ltng-Normal	0	21	359	3	3	61	252	merca222	merca241	21000	130	574	20	352	16	99	10	78	8	623	30	20	26	4	25	7	25	7	25	7	25	7	strhirespecial5	10	Cleansing	1	10	0	30	0	Ltng-Normal	Fire Ball	7	70	0	20	14	Fire Mastery	1	0	0	18	13	Meteor	7	30	0	19	10													5	15	2	50000	
Eastern Sorceror	Ltng-Normal	0	22	359	3	3	61	252	merca222	merca241	27000	140	574	20	352	16	99	10	78	8	623	30	20	26	4	64	7	64	7	64	7	64	7	strhirespecial5	10	Meditation	1	10	0	21	8	Ltng-Normal	Glacial Spike	7	70	0	18	11	Cold Mastery	1	0	0	18	13	Blizzard	7	30	0	15	8													5	15	2	50000	
Eastern Sorceror	Ltng-Normal	0	23	359	3	3	61	252	merca222	merca241	21000	130	574	20	352	16	99	10	78	8	623	30	20	27	4	106	4	106	4	106	4	106	4	strhirespecial5	10	Prayer	1	10	0	18	12	Ltng-Normal	Chain Lightning	7	75	0	22	14	Lightning Mastery	1	0	0	18	13	Charged Bolt	7	25	0	18	7													5	15	2	50000	
Eastern Sorceror	Fire-Nightmare	100	15	359	3	1	15	252	merca222	merca241	1000	110	160	9	80	5	49	10	40	8	15	12	1	7	4	61	7	61	7	61	7	61	7	strhirespecial7	10	Cleansing	1	10	0	4	13	Fire-Nightmare	Fire Ball	7	70	0	3	7	Fire Mastery	1	0	0	3	13	Meteor	7	30	0	3	7													5	15	2	50000	
Eastern Sorceror	Fire-Nightmare	100	15	359	3	1	49	252	merca222	merca241	1000	110	466	18	250	13	92	10	74	8	423	24	18	24	4	103	4	103	4	103	4	103	4	strhirespecial7	10	Cleansing	1	10	0	17	16	Fire-Nightmare	Fire Ball	7	70	0	11	10	Fire Mastery	1	0	0	12	13	Meteor	7	30	0	10	9													5	15	2	50000	
Eastern Sorceror	Cold-Nightmare	100	15	359	3	1	79	252	merca222	merca241	1000	110	1006	27	640	25	130	10	104	8	1143	36	33	39	4	61	7	61	7	61	7	61	7	strhirespecial6	10	Cleansing	1	10	0	30	0	Cold-Nightmare	Fire Ball	7	70	0	20	14	Fire Mastery	1	0	0	18	13	Meteor	7	30	0	19	10													5	15	2	50000	
Eastern Sorceror	Cold-Nightmare	100	16	359	3	1	15	252	merca222	merca241	1500	110	160	9	80	5	49	10	40	8	15	12	1	7	4	103	4	103	4	103	4	103	4	strhirespecial6	10	Meditation	1	10	0	6	8	Cold-Nightmare	Glacial Spike	7	70	0	3	6	Cold Mastery	1	0	0	3	13	Blizzard	7	30	0	3	5													5	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	100	16	359	3	1	49	252	merca222	merca241	1500	110	466	18	250	13	92	10	74	8	423	24	18	24	4	61	7	61	7	61	7	61	7	strhirespecial5	10	Meditation	1	10	0	15	8	Ltng-Nightmare	Glacial Spike	7	70	0	10	8	Cold Mastery	1	0	0	12	13	Blizzard	7	30	0	9	6													5	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	100	16	359	3	1	79	252	merca222	merca241	1500	110	1006	27	640	25	130	10	104	8	1143	36	33	39	4	103	4	103	4	103	4	103	4	strhirespecial5	10	Meditation	1	10	0	21	8	Ltng-Nightmare	Glacial Spike	7	70	0	18	11	Cold Mastery	1	0	0	18	13	Blizzard	7	30	0	15	8													5	15	2	50000	
Eastern Sorceror	Fire-Hell	100	17	359	3	1	15	252	merca222	merca241	1000	110	160	9	80	5	49	10	40	8	15	12	1	7	4	100	4	100	4	100	4	100	4	strhirespecial7	10	Prayer	1	10	0	3	8	Fire-Hell	Chain Lightning	7	75	0	3	8	Lightning Mastery	1	0	0	3	13	Charged Bolt	7	25	0	5	7													5	15	2	50000	
Eastern Sorceror	Cold-Hell	100	17	359	3	1	49	252	merca222	merca241	1000	110	466	18	250	13	92	10	74	8	423	24	18	24	4	100	4	100	4	100	4	100	4	strhirespecial6	10	Prayer	1	10	0	12	8	Cold-Hell	Chain Lightning	7	75	0	12	10	Lightning Mastery	1	0	0	12	13	Charged Bolt	7	25	0	12	7													5	15	2	50000	
Eastern Sorceror	Ltng-Hell	100	17	359	3	1	79	252	merca222	merca241	1000	110	1006	27	640	25	130	10	104	8	1143	36	33	39	4	100	4	100	4	100	4	100	4	strhirespecial5	10	Prayer	1	10	0	18	12	Ltng-Hell	Chain Lightning	7	75	0	22	14	Lightning Mastery	1	0	0	18	13	Charged Bolt	7	25	0	18	7													5	15	2	50000	
Eastern Sorceror	Fire-Normal	100	18	359	3	2	49	252	merca222	merca241	9500	120	466	18	250	13	92	10	74	8	423	24	18	24	4	35	8	35	8	35	8	35	8	strhirespecial7	10	Cleansing	1	10	0	17	16	Fire-Normal	Fire Ball	7	70	0	11	10	Fire Mastery	1	0	0	12	13	Meteor	7	30	0	10	9													1	15	2	50000	
Eastern Sorceror	Fire-Normal	100	18	359	3	2	79	252	merca222	merca241	9500	120	1006	27	640	25	130	10	104	8	1143	36	33	39	4	103	7	103	7	103	7	103	7	strhirespecial7	10	Cleansing	1	10	0	30	0	Fire-Normal	Fire Ball	7	70	0	20	14	Fire Mastery	1	0	0	18	13	Meteor	7	30	0	19	10													1	15	2	50000	
Eastern Sorceror	Fire-Normal	100	19	359	3	2	49	252	merca222	merca241	12000	120	466	18	250	13	92	10	74	8	423	24	18	24	4	155	5	155	5	155	5	155	5	strhirespecial7	10	Meditation	1	10	0	15	8	Fire-Normal	Glacial Spike	7	70	0	10	8	Cold Mastery	1	0	0	12	13	Blizzard	7	30	0	9	6													1	15	2	50000	
Eastern Sorceror	Cold-Normal	100	19	359	3	2	79	252	merca222	merca241	12000	120	1006	27	640	25	130	10	104	8	1143	36	33	39	4	35	8	35	8	35	8	35	8	strhirespecial6	10	Meditation	1	10	0	21	8	Cold-Normal	Glacial Spike	7	75	0	18	11	Cold Mastery	1	0	0	18	13	Blizzard	7	30	0	15	8													1	15	2	50000	
Eastern Sorceror	Cold-Normal	100	20	359	3	2	49	252	merca222	merca241	10000	120	466	18	250	13	92	10	74	8	423	24	18	24	4	103	7	103	7	103	7	103	7	strhirespecial6	10	Prayer	1	10	0	12	8	Cold-Normal	Chain Lightning	7	75	0	12	10	Lightning Mastery	1	0	0	12	13	Charged Bolt	7	25	0	12	7													1	15	2	50000	
Eastern Sorceror	Cold-Normal	100	20	359	3	2	79	252	merca222	merca241	10000	120	1006	27	640	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial6	10	Prayer	1	10	0	18	12	Cold-Normal	Chain Lightning	7	70	0	22	14	Lightning Mastery	1	0	0	18	13	Charged Bolt	7	25	0	18	7													1	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	21	359	3	3	79	252	merca222	merca241	21000	130	1006	27	640	25	130	10	104	8	1143	36	33	39	4	35	8	35	8	35	8	35	8	strhirespecial5	10	Cleansing	1	10	0	30	0	Ltng-Normal	Fire Ball	7	70	0	20	14	Fire Mastery	1	0	0	18	13	Meteor	7	30	0	19	10													1	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	22	359	3	3	79	252	merca222	merca241	27000	130	1006	27	640	25	130	10	104	8	1143	36	33	39	4	103	7	103	7	103	7	103	7	strhirespecial5	10	Meditation	1	10	0	21	8	Ltng-Normal	Glacial Spike	7	70	0	18	11	Cold Mastery	1	0	0	18	13	Blizzard	7	30	0	15	8													1	15	2	50000	
Eastern Sorceror	Ltng-Normal	100	23	359	3	3	79	252	merca222	merca241	21000	130	1006	27	640	25	130	10	104	8	1143	36	33	39	4	155	5	155	5	155	5	155	5	strhirespecial5	10	Prayer	1	10	0	18	12	Ltng-Normal	Chain Lightning	7	75	0	22	14	Lightning Mastery	1	0	0	18	13	Charged Bolt	7	25	0	18	7													1	15	2	50000	
Eastern Sorceror	Fire-Nightmare	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	103	7	103	7	103	7	103	7	strhirespecial7	10	Might	1	10	0	3	7	Fire-Nightmare	Battle Orders	5	5	0	4	10	Concentrate	5	40	0	4	10	Stun	5	40	0	4	10													1	15	2	50000	
Eastern Sorceror	Fire-Nightmare	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	155	5	155	5	155	5	155	5	strhirespecial7	10	Might	1	10	0	11	7	Fire-Nightmare	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													1	15	2	50000	
Eastern Sorceror	Cold-Nightmare	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	103	7	103	7	103	7	103	7	strhirespecial6	10	Might	1	10	0	18	0	Cold-Nightmare	Battle Orders	5	5	0	21	10	Concentrate	5	40	0	21	10	Stun	5	40	0	21	10													1	15	2	50000	
Eastern Sorceror	Cold-Nightmare	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	16	20	6	155	5	155	5	155	5	155	5	strhirespecial6	10	Might	1	10	0	3	7	Cold-Nightmare	Battle Orders	5	5	0	4	10	Concentrate	5	40	0	4	10	Stun	5	40	0	4	10													1	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	27	31	8	103	7	103	7	103	7	103	7	strhirespecial5	10	Might	1	10	0	11	7	Ltng-Nightmare	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													1	15	2	50000	
Eastern Sorceror	Ltng-Nightmare	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	60	64	8	155	5	155	5	155	5	155	5	strhirespecial5	10	Might	1	10	0	18	0	Ltng-Nightmare	Battle Orders	5	5	0	21	10	Concentrate	5	40	0	21	10	Stun	5	40	0	21	10													1	15	2	50000	
Eastern Sorceror	Fire-Hell	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	155	5	155	5	155	5	155	5	strhirespecial7	10	Might	1	10	0	11	7	Fire-Hell	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													1	15	2	50000	
Eastern Sorceror	Cold-Hell	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	155	5	155	5	155	5	155	5	strhirespecial6	10	Might	1	10	0	18	0	Cold-Hell	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													1	15	2	50000	
Eastern Sorceror	Ltng-Hell	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	25	29	8	155	5	155	5	155	5	155	5	strhirespecial5	10	Might	1	10	0	11	7	Ltng-Hell	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													1	15	2	50000	
Barbarian	2hs-Normal	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	58	62	8	56	7	56	7	56	7	56	7		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													5	15	2	50000	bar
Barbarian	2hs-Normal	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	81	7	81	7	81	7	81	7		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													5	15	2	50000	bar
Barbarian	2hs-Normal	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	56	60	8	139	4	139	4	139	4	139	4		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													5	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	15	19	5	56	7	56	7	56	7	56	7		50	Might	1	10	0	3	7	2hs-Normal	Battle Orders	5	5	0	4	10	Concentrate	5	40	0	4	10	Stun	5	40	0	4	10													5	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	34	38	5	81	7	81	7	81	7	81	7		50	Might	1	10	0	11	7	2hs-Normal	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													5	15	2	50000	bar
Barbarian	2hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	139	4	139	4	139	4	139	4		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	10	Concentrate	5	40	0	21	10	Stun	5	40	0	21	10													5	15	2	50000	bar
Barbarian	2hs-Nightmare	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	15	19	5	78	7	78	7	78	7	78	7		50	Might	1	10	0	3	7	2hs-Nightmare	Battle Orders	5	5	0	4	10	Concentrate	5	40	0	4	10	Stun	5	40	0	4	10													5	15	2	50000	bar
Barbarian	2hs-Nightmare	100	25	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	34	38	5	136	4	136	4	136	4	136	4		50	Might	1	10	0	11	7	2hs-Nightmare	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													5	15	2	50000	bar
Barbarian	2hs-Nightmare	100	25	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	78	7	78	7	78	7	78	7		50	Might	1	10	0	18	0	2hs-Nightmare	Battle Orders	5	5	0	21	10	Concentrate	5	40	0	21	10	Stun	5	40	0	21	10													5	15	2	50000	bar
Barbarian	2hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	828	27	480	35	158	15	101	10	750	35	34	38	5	136	4	136	4	136	4	136	4		50	Might	1	10	0	11	7	2hs-Nightmare	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													5	15	2	50000	bar
Barbarian	2hs-Hell	100	26	561	5	2	80	515	MercX101	MercX167	18000	130	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	133	4	133	4	133	4	133	4		50	Might	1	10	0	18	0	2hs-Hell	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													5	15	2	50000	bar
Barbarian	2hs-Hell	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	828	27	480	35	158	15	101	10	750	35	34	38	5	133	4	133	4	133	4	133	4		50	Might	1	10	0	11	7	2hs-Hell	Battle Orders	5	5	0	14	10	Concentrate	5	40	0	14	10	Stun	5	40	0	14	10													5	15	2	50000	bar
Barbarian	2hs-Normal	100	27	561	5	2	80	515	MercX101	MercX167	18000	130	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	56	7	56	7	56	7	56	7		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													1	15	2	50000	bar
Barbarian	2hs-Normal	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	109	7	109	7	109	7	109	7		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													1	15	2	50000	bar
Barbarian	2hs-Normal	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1422	45	1250	50	200	15	129	10	1520	45	49	53	5	148	4	148	4	148	4	148	4		50	Might	1	10	0	18	0	2hs-Normal	Battle Orders	5	5	0	21	0	Concentrate	5	40	0	21	0	Stun	5	40	0	21	0													1	15	2	50000	bar
